仓库名称,仓库概述,仓库地址
openEuler/cve-ease,"CollectandanalysisCVEinformationpublishedbythecommunity,differentialbroadcastittousersthroughvariouschannels,andprovidemultipleinterfacestosecuritymanufacturertoimprovethecapabilityofsystemsecuritymanagement.",https://gitee.com/openeuler/cve-ease.git
luvi/lv-markdown-in,🔥lv-markdown-in是鸿蒙ArkTS3.0+原生Markdown解析插件，致力于更便捷的OpenHarmony设备的Markdown内容解析。,https://gitee.com/luvi/lv-markdown-in.git
anolis/security-benchmark,security-benchmark是龙蜥下游各个厂商结合自己在安全合规/加固领域（包括国内的等保等）的大规模产品落地经验和实践打造的龙蜥社区最佳安全加固实践指南，它包括安全基线（benchmark）、扫描脚本、修复脚本、安全合规镜像制作、安全合规监控等多个方面。其中，AnolisOS8、AnolisOS23及其最佳安全基线已完成与OpenSCAP国际知名社区映射。,https://gitee.com/anolis/security-benchmark.git
侯巽杰 (Dino)/keil-build-viewer,keilMDK编译信息增强工具,https://gitee.com/DinoHaw/keil-build-viewer.git
隐语SecretFlow/kuscia,隐私计算通用资源调度框架，支持多种引擎调度,https://gitee.com/secretflow/kuscia.git
openGauss/debezium,暂无描述,https://gitee.com/opengauss/debezium.git
william_lzw/StableDiffusionTorchSharp,TorchSharp版本StableDiffusionv1.5模型,https://gitee.com/william_lzw/StableDiffusionTorchSharp.git
noear/folkmq,作一个体验最简单的消息中间件。支持Qos0、定时、过期、顺序、广播、事务、二进制等消息特性。有确认、重试、延时等机制。可内嵌、单机、集群等部署。,https://gitee.com/noear/folkmq.git
zhiming999/rpcf,这是一个基于C++的多语言，高可用，高并发，高安全的RPC和流服务框架。自带接口定义语言，可快速生成分布式应用框架。,https://gitee.com/zhiming999/rpcf.git
BabaSSL/Tongsuo,铜锁/Tongsuo（原BabaSSL）是一个提供现代密码学算法和安全通信协议的开源基础密码库，为存储、网络、密钥管理、隐私计算等诸多业务场景提供底层的密码学基础能力，实现数据在传输、使用、存储等过程中的私密性、完整性和可认证性，为数据生命周期中的隐私和安全提供保护能力。,https://gitee.com/babassl/Tongsuo.git
cryscan/web-rwkv,ImplementationoftheRWKVlanguagemodelinpureWebGPU/Rust.,https://gitee.com/cryscan/web-rwkv.git
DeepSpark/ixGDB,ixGDB是在CUDA-GDB的基础上开发的针对天数智芯通用GPU加速卡的CUDA应用程序的开源调试工具，是GNU项目调试器GDB的扩展。目前的ixGDB是基于CUDA-GDB10.2开发。,https://gitee.com/deep-spark/ixgdb.git
BiscuitOS/BiscuitOS,BiscuitOSProjectonGitee,https://gitee.com/BiscuitOS_team/BiscuitOS.git
openEuler/safeguard,"Linuxsecurityaudit,control,andbehavioranalysistoolsbasedonKRSI(eBPF+LSM)",https://gitee.com/openeuler/safeguard.git
P4ul/cu-bridge,cu-bridge尝试成为GPU程序员使用一种编程语言进行开发、并且可运行在多种GPU硬件平台的解决方案。,https://gitee.com/p4ul/cu-bridge.git
司小远/WeChatMsg,提取微信聊天记录，将其导出成HTML、Word、CSV文档永久保存，对聊天记录进行分析生成年度聊天报告,https://gitee.com/lc044/WeChatMsg.git
DeepSpark/DeepSparkHub,DeepSparkHub甄选上百个应用算法和模型，覆盖AI和通用计算各领域，支持主流市场智能计算落地应用场景。,https://gitee.com/deep-spark/deepsparkhub.git
openEuler/fastblock,AdistributedblockstoragesystemthatusesmatureRaftprotocolandisdesignedforall-flashscenarios,https://gitee.com/openeuler/fastblock.git
westinyang/HapViewer,🔍一个跨平台的hap查看器，方便开发者在电脑上预览hap的信息，并提供一键安装到设备等功能,https://gitee.com/westinyang/hap-viewer.git
西瓜皮/pear-rec,pear-rec(梨子rec)是一个跨平台的截图、录屏、录音、录像软件。,https://gitee.com/xiguapi027/pear-rec.git
杰神/物联大师,物联大师是开源免费的物联网智能网关系统，集成了标准Modbus和主流PLC等多种协议，支持数据采集、公式计算、定时控制、自动控制、异常报警、流量监控、Web组态、远程调试等功能，适用于大部分物联网和工业互联网应用场景。,https://gitee.com/god-jason/iot-master.git
aizuda/flowlong,🔥🔥🔥飞龙工作流FlowLong🐉真正的国产工作流引擎、json格式实例模型、仿飞书钉钉审批流程设计器、🚩为中国特色审批匠心打造❗,https://gitee.com/aizuda/flowlong.git
Ascend/att,针对训练&大模型场景，提供端到端命令行&可视化调试调优工具，帮助用户快速提高模型开发效率,https://gitee.com/ascend/att.git
TencentOS/TencentOS-tiny,暂无描述,https://gitee.com/TencentOS/TencentOS-tiny.git
datavane/tis,人人都会用的数据集成产品，并提供一站式、开箱即用的DataOps数据中台，大幅提高ETL实时数仓构建效率,https://gitee.com/datavane/tis.git
FIT2CLOUD飞致云/1Panel,🔥🔥🔥现代化、开源的Linux服务器运维管理面板。,https://gitee.com/fit2cloud-feizhiyun/1Panel.git
Vinlic/WebVideoCreator,🌈一个将Web动画渲染为视频的框架，基于Node.js+Puppeteer+Chrome+FFmpeg实现，使用最先进的浏览器API。,https://gitee.com/vblog/web-video-creator.git
ZJUNLP/DeepKE,AnOpenToolkitforKnowledgeGraphExtractionandConstructionpublishedatEMNLP2022SystemDemonstrations.,https://gitee.com/ZJU_NLP/DeepKE.git
noear/socket.d,"基于""事件""和""语义消息""""流""的网络应用协议（在微服务、移动应用、物联网等场景，可替代http、websocket等）",https://gitee.com/noear/socket.d.git
dromara/hodor,Hodor是一款专注于任务编排和高可用性的分布式任务调度系统。通过提供任务编程API和接口协议，使用户可以使用不同的编程语言自定义任务类型，以支持各种业务场景下的任务执行。目前已经实现了Java任务执行器和大数据任务执行器。,https://gitee.com/dromara/hodor.git
zhanggao2013/AmazingQuant,AmazingQuant——为交易而生的智能投研Lab。包含量化数据服务、因子计算服务、策略模型研究服务、绩效分析服务四大功能模块,https://gitee.com/zhanggao2013/AmazingQuant.git
dromara/disjob,一款分布式的任务调度与分布式计算框架，提供任务分片、保存任务的执行快照、暂停执行中的任务、恢复执行被暂停的任务、任务失败重试、任务编排、广播任务等能力。,https://gitee.com/dromara/disjob.git
freeioe/freeioe,"快速构建工业物联网边缘计算网关的开源框架，支持Modbus,OpcUA,DLT645等常见的工业通讯协议，支持西门子,AB,三菱,欧姆龙等主流PLC设备，支持百度，阿里云，腾讯，联通云，移动云等常见云平台讨论群:291292378",https://gitee.com/freeioe/freeioe.git
PolarDB/PolarDB-for-PostgreSQL,Acloud-nativedatabasebasedonPostgreSQLdevelopedbyAlibabaCloud.,https://gitee.com/polardb/PolarDB-for-PostgreSQL.git
aieditor-team/AiEditor,AiEditor是一个面向AI的下一代富文本编辑器。,https://gitee.com/aieditor-team/aieditor.git
dromara/Akali,Akali(阿卡丽)，轻量级本地化热点检测/降级框架，10秒钟即可接入使用！大流量下的神器,https://gitee.com/dromara/Akali.git
openEuler/RISC-V,Toolsscriptsforauto-buildingopenEulerSRPMsforRISC-V,https://gitee.com/openeuler/RISC-V.git
刘文韬/六轴机器人仿真软件,基于Qt平台、Osg渲染引擎开发的六轴机器人离线编程软件,https://gitee.com/liuwentao1234/robot-simulation-software.git
Quard/quardCRT,quardCRT一款多功能终端仿真/图形桌面软件，支持多种后端协议，无依赖跨平台使用，windows/linux/mac使用体验完全一致，支持多标签页和历史记录管理等传统终端软件功能，同时支持一些独具特色的细节功能。quardCRT的设计宗旨是创建尽可能用户友好、功能丰富、且跨平台一致性体验的终端软件，quardCRT会更适合入门、轻度用户快速的配置好所需的终端环境。,https://gitee.com/QQxiaoming/quardCRT.git
Yaohaixiao/dom.js,dom.js-一个专门处理DOM相关操作的JavaScript工具方法库。,https://gitee.com/yaohaixiao/dom.js.git
tencentcloud/tencentcloud-sdk-go,TencentCloudAPI3.0SDKforGolang,https://gitee.com/tencentcloud/tencentcloud-sdk-go.git
小白杨/nes4j,基于java语言实现任天堂红白机模拟器,https://gitee.com/navigatorCode/nes4j.git
tencentcloud/tencentcloud-sdk-java,TencentCloudAPI3.0SDKforJava,https://gitee.com/tencentcloud/tencentcloud-sdk-java.git
大古/light-chaser,"LightChaser(LC)是一款基于React生态的大屏数据可视化设计器。通过简单的拖拽，即可生成漂亮、美观的可视化数据大屏和看板。",https://gitee.com/xiaopujun/light-chaser.git
PolarDB/polardbx-engine,"polardbx-engineisaMySQLbranchoriginatedfromAlibabaGroup,especiallysupportslarge-scaledistributeddatabasesystem.",https://gitee.com/polardb/polardbx-engine.git
雨花石/FastGPT,FastGPT是一个基于LLM大语言模型的知识库问答系统，提供开箱即用的数据处理、模型调用等能力。同时可以通过Flow可视化进行工作流编排，从而实现复杂的问答场景！,https://gitee.com/xindian/FastGPT.git
Tnze/ffxiv-best-craft,FF14生产模拟器&求解器。通过多个实用AI算法快速找到最好的制作手法！,https://gitee.com/Tnze/ffxiv-best-craft.git
wp/Airsim自动驾驶汽车,"利用keras端到端深度学习自动驾驶汽车，项目面向自动驾驶初学者、研究人员和行业专家。项目以jupternotebook作为载体，使用流行的开源工具(如Keras,TensorFlow等)构建，项目提供数据集、源代码、AirSim模拟器，以便于实现自动驾驶快速仿真。",https://gitee.com/wangpanwp/airsim-autonomous-vehicle.git
lizhanpeng/risc-v-cpu,一个基于RISC-V指令集的CPU实现（成功移植到野火征途PRO开发板），以及从零开始写一个基于RISC-V的RT-Thread~,https://gitee.com/lizhanpeng2022/cpu_prj.git
Yao-Mi/YMCV,"跨平台迷你计算视觉库，可裸奔在免操作系统的单片机上，集成了近150个demo，并附带测试视频以便大家使用参考。它是ymkv-2.0版本（可移植任意平台）,平台从codeblocks迁移到vs，并经过一些架构调整和算法优化，取消了user层的集合封装，以便链接器能进行优化，对未使用的部分不进行加载，减少不必要内存消耗。",https://gitee.com/yao_mi/ymcv.git
Direct Exchange Mesh/xPort,xPort是DXMesh网络的核心模块。是分布式网络中的连接点。负责数据控制，网络间通信和双网络间融汇。,https://gitee.com/DXmesh/xPort.git
viarotel-org/escrcpy,📱使用图形化的Scrcpy显示和控制您的Android设备，由Electron驱动,https://gitee.com/viarotel-org/escrcpy.git
e2wugui/zeze,直接嵌入开发语言(c#&java)的基于缓存一致性的分布式事务框架,https://gitee.com/e2wugui/zeze.git
fisher/flexvars,强大的字符串插值处理工具库,https://gitee.com/zhangfisher/flexvars.git
TheNorthMemory/tenyun,PromisebasedandchainedTencentCloudOpenAPIclientforNodeJS,https://gitee.com/TheNorthMemory/tenyun.git
兰博文/GPT_Assistant_Android,【新增Vision识图】基于ChatGPTAPI的安卓端语音助手（国内可用），可通过音量键唤起并进行语音交流，支持网络访问、Vision拍照识图、连续对话、提问模板、3.5/4.0接口、Markdown渲染等功能,https://gitee.com/skythinker/gpt-assistant-android.git
miozus/CapslockMagic,让Capslock第三次伟大！,https://gitee.com/miozus/CapslockMagic.git
inrgihc/greenplum_exporter,"Greenplum(v5,v6)exporterforPrometheus",https://gitee.com/inrgihc/greenplum_exporter.git
hizzgdev/jsmind,jsMind是一个显示/编辑思维导图的纯javascript类库。pullrequest请提交到https://github.com/hizzgdev/jsmind，感谢支持。,https://gitee.com/hizzgdev/jsmind.git
MichaelSun/watermark-js-plus,watermarkforthebrowser,https://gitee.com/cs_huayi_zhensherlock/watermark-js-plus.git
GongKe/ratjs,小型javascript/ecmascript解释器,https://gitee.com/gongke1978/ratjs.git
PandaX物联网平台/PandaX,🎉🔥PandaX是Go语言开源的企业级物联网平台低代码开发基座，基于go-restful+Vue3.0+TypeScript+vite3+element-Plus的前后端分离开发。支持设备管控，规则链，云组态，可视化大屏，报表设计器，表单设计器，代码生成器等功能。能帮助你快速建立IOT物联网平台等相关业务系统。,https://gitee.com/XM-GO/PandaX.git
trzsz/trzsz.js,让webshell等js终端支持trzsz(trz/tsz)，和lrzsz(rz/sz)类似，并且有进度条和支持目录传输。,https://gitee.com/trzsz/trzsz.js.git
jelipo/ocipack-rs,🚅无需Runtime快速构建简单OCI/Docker镜像,https://gitee.com/jelipo/ocipack-rs.git
sssd/ddns4j,"动态域名解析集成主流域名解析服务商,阿里云,腾讯云,Cloudflare,华为云等的使用Java实现的动态域名解析工具DDNS4J",https://gitee.com/Xsssd/ddns4j.git
武汉苍云大数据科技有限责任公司/GimViewer,GimViewer一款Unity3D高效Gim模型解析工具！可轻松解析Gim基本图元，STL模型，IFC建筑模型等。,https://gitee.com/cangyundashuju/gimviewer.git
dotNET China/ProxyDispatch,基于DispatchProxy和Roslyn实现的高性能轻量级代理库，支持类、接口、同步方法、异步方法拦截。,https://gitee.com/dotnetchina/ProxyDispatch.git
openInula/inula,Inula（发音为：[ˈɪnjʊlə]）意为旋覆花，有生命力旺盛和根系深厚两大特点，寓意着为前端生态提供稳固的基石。openInula是一款用于构建用户界面的JavaScript库，提供响应式API帮助开发者简单高效构建web页面，比传统虚拟DOM方式渲染效率提升30%以上，同时openInula提供与React保持一致的API，并且提供5大常用功能丰富的核心组件。,https://gitee.com/openInula/inula.git
KCHStack/KubeSphere,KubeSphere愿景是打造一个以Kubernetes为内核的云原生分布式操作系统，它的架构可以非常方便地使第三方应用与云原生生态组件进行即插即用（plug-and-play）的集成，支持云原生应用在多云与多集群的统一分发和运维管理。https://kubesphere.com.cn/,https://gitee.com/kchstack/kubesphere.git
JCNC/JNotepad,"JNotepad(JavaNotepad)是一款简约而强大的跨平台文本编辑器，旨在提供用户友好的界面和丰富的功能。无论你是在Linux、Windows还是macOS系统上使用，JNotepad都能满足你对文本编辑和查看的需求。JNotepad使用Java语言编写，并基于JavaFX框架开发，具有良好的可扩展性和稳定性。",https://gitee.com/jcnc-org/JNotepad.git
